EventId,SummaryId,SampleId,Loss,ImpactedExposure
75,1,6,30625582.00,31500864.00
75,1,7,29388342.00,31500864.00
75,1,8,29397890.00,31500864.00
75,1,9,30456504.00,31500864.00
75,1,10,31499994.00,31500864.00
76,1,-4,10816.00,31500864.00
76,1,-1,31497694.00,31500864.00
76,1,1,31500068.00,31500864.00
76,1,2,31500028.00,31500864.00
76,1,3,31499954.00,31500864.00
76,1,4,31499926.00,31500864.00
76,1,5,31500050.00,31500864.00
76,1,6,31499942.00,31500864.00
76,1,7,31499860.00,31500864.00
76,1,8,31499920.00,31500864.00
76,1,9,31499934.00,31500864.00
76,1,10,31499978.00,31500864.00
78,1,-4,10816.00,31500864.00
78,1,-1,30135418.00,31500864.00
78,1,1,30539004.00,31500864.00
78,1,2,30159300.00,31500864.00
78,1,3,31034408.00,31500864.00
78,1,4,29566310.00,31500864.00
78,1,5,30275198.00,31500864.00
78,1,6,28759470.00,31500864.00
78,1,7,29851792.00,31500864.00
78,1,8,30211356.00,31500864.00
78,1,9,29910408.00,31500864.00
78,1,10,30549590.00,31500864.00
79,1,-4,10816.00,31500864.00
79,1,-1,31499474.00,31500864.00
79,1,1,31499914.00,31500864.00
79,1,2,31500012.00,31500864.00
79,1,3,31499920.00,31500864.00
79,1,4,31499922.00,31500864.00
79,1,5,31499962.00,31500864.00
79,1,6,31500042.00,31500864.00
79,1,7,31500044.00,31500864.00
79,1,8,31500034.00,31500864.00
79,1,9,31499934.00,31500864.00
79,1,10,31500108.00,31500864.00
84,1,-4,10816.00,31500864.00
84,1,-1,31497228.00,31500864.00
84,1,1,31499962.00,31500864.00
84,1,2,31500004.00,31500864.00
84,1,3,31499976.00,31500864.00
84,1,4,31499912.00,31500864.00
84,1,5,31499968.00,31500864.00
84,1,6,31500040.00,31500864.00
84,1,7,31500014.00,31500864.00
84,1,8,31500004.00,31500864.00
84,1,9,31499910.00,31500864.00
84,1,10,31499980.00,31500864.00
85,1,-4,10816.00,31500864.00
85,1,-1,30135418.00,31500864.00
85,1,1,30264068.00,31500864.00
85,1,2,30323022.00,31500864.00
85,1,3,29811416.00,31500864.00
85,1,4,29659716.00,31500864.00
85,1,5,30368574.00,31500864.00
85,1,6,30226402.00,31500864.00
85,1,7,30203364.00,31500864.00
85,1,8,31089596.00,31500864.00
85,1,9,29725734.00,31500864.00
85,1,10,29843826.00,31500864.00
86,1,-4,8.00,337500.00
86,1,-1,0.00,0.00
87,1,-4,10713.00,31499128.00
87,1,-1,29814450.00,31499128.00
87,1,1,29955884.00,31499128.00
87,1,2,29933778.00,31499128.00
87,1,3,30371946.00,31499128.00
87,1,4,29930772.00,31499128.00
87,1,5,29362630.00,31499128.00
87,1,6,30299282.00,31499128.00
87,1,7,29980242.00,31499128.00
87,1,8,29055372.00,31499128.00
87,1,9,29215914.00,31499128.00
87,1,10,29853636.00,31499128.00
89,1,-4,8265.00,31502326.00
89,1,-1,24033020.00,31502326.00
89,1,1,23631424.00,31502326.00
89,1,2,24840014.00,31502326.00
89,1,3,23750952.00,31502326.00
89,1,4,23736286.00,31502326.00
89,1,5,24352000.00,31502326.00
89,1,6,24225600.00,31502326.00
89,1,7,23053480.00,31502326.00
89,1,8,23640582.00,31502326.00
89,1,9,23617952.00,31502326.00
89,1,10,25317366.00,31502326.00
92,1,-4,10816.00,31500864.00
92,1,-1,30135418.00,31500864.00
92,1,1,29711720.00,31500864.00
92,1,2,31273624.00,31500864.00
92,1,3,29284878.00,31500864.00
92,1,4,30145008.00,31500864.00
92,1,5,30609284.00,31500864.00
92,1,6,30554680.00,31500864.00
92,1,7,30333946.00,31500864.00
92,1,8,29448842.00,31500864.00
92,1,9,29653100.00,31500864.00
92,1,10,30205534.00,31500864.00
102,1,-4,10816.00,31500864.00
102,1,-1,30135418.00,31500864.00
102,1,1,29739398.00,31500864.00
102,1,2,29716082.00,31500864.00
102,1,3,30110816.00,31500864.00
102,1,4,30201382.00,31500864.00
102,1,5,30556294.00,31500864.00
102,1,6,29532772.00,31500864.00
102,1,7,30073002.00,31500864.00
102,1,8,30323590.00,31500864.00
102,1,9,30293942.00,31500864.00
102,1,10,30395494.00,31500864.00
105,1,-4,10815.00,31500434.00
105,1,-1,30127988.00,31500434.00
105,1,1,30053926.00,31500434.00
105,1,2,30075616.00,31500434.00
105,1,3,30148924.00,31500434.00
105,1,4,30568812.00,31500434.00
105,1,5,30527944.00,31500434.00
105,1,6,30351948.00,31500434.00
105,1,7,29897560.00,31500434.00
105,1,8,29770038.00,31500434.00
105,1,9,29887448.00,31500434.00
105,1,10,30114812.00,31500434.00
109,1,-4,10816.00,31500864.00
109,1,-1,30135418.00,31500864.00
109,1,1,30495854.00,31500864.00
109,1,2,30393170.00,31500864.00
109,1,3,29591374.00,31500864.00
109,1,4,29272444.00,31500864.00
109,1,5,30380830.00,31500864.00
109,1,6,29870120.00,31500864.00
109,1,7,29804514.00,31500864.00
109,1,8,30301318.00,31500864.00
109,1,9,30361362.00,31500864.00
109,1,10,30574602.00,31500864.00
115,1,-4,10816.00,31500864.00
115,1,-1,31499546.00,31500864.00
115,1,1,31500060.00,31500864.00
115,1,2,31500144.00,31500864.00
115,1,3,31500018.00,31500864.00
115,1,4,31500082.00,31500864.00
115,1,5,31499972.00,31500864.00
115,1,6,31500018.00,31500864.00
115,1,7,31500002.00,31500864.00
115,1,8,31499962.00,31500864.00
115,1,9,31499816.00,31500864.00
115,1,10,31499904.00,31500864.00
116,1,-4,10808.00,31502330.00
116,1,-1,30094172.00,31502330.00
116,1,1,30066118.00,31502330.00
116,1,2,30052802.00,31502330.00
116,1,3,30519438.00,31502330.00
116,1,4,29345400.00,31502330.00
116,1,5,30917142.00,31502330.00
116,1,6,30545046.00,31502330.00
116,1,7,31296272.00,31502330.00
116,1,8,29429116.00,31502330.00
116,1,9,29975428.00,31502330.00
116,1,10,29030862.00,31502330.00
119,1,-4,10816.00,31500864.00
119,1,-1,30135418.00,31500864.00
119,1,1,30142570.00,31500864.00
119,1,2,29411108.00,31500864.00
119,1,3,30154594.00,31500864.00
119,1,4,30512968.00,31500864.00
119,1,5,30441248.00,31500864.00
119,1,6,30375042.00,31500864.00
119,1,7,29042214.00,31500864.00
119,1,8,29707652.00,31500864.00
119,1,9,31049138.00,31500864.00
119,1,10,30627102.00,31500864.00
120,1,-4,10816.00,31500864.00
120,1,-1,30135418.00,31500864.00
120,1,1,28954008.00,31500864.00
120,1,2,28850100.00,31500864.00
120,1,3,30694000.00,31500864.00
120,1,4,30224694.00,31500864.00
120,1,5,29912470.00,31500864.00
120,1,6,31030670.00,31500864.00
120,1,7,31224992.00,31500864.00
120,1,8,29976048.00,31500864.00
120,1,9,30287284.00,31500864.00
120,1,10,30634226.00,31500864.00
125,1,-4,10816.00,31500864.00
125,1,-1,30135418.00,31500864.00
125,1,1,30114766.00,31500864.00
125,1,2,31500020.00,31500864.00
125,1,3,30779562.00,31500864.00
125,1,4,29683446.00,31500864.00
125,1,5,29621020.00,31500864.00
125,1,6,29742944.00,31500864.00
125,1,7,29862474.00,31500864.00
125,1,8,30423910.00,31500864.00
125,1,9,30096172.00,31500864.00
125,1,10,29645744.00,31500864.00
132,1,-4,10816.00,31500864.00
132,1,-1,30135418.00,31500864.00
132,1,1,29808870.00,31500864.00
132,1,2,30070478.00,31500864.00
132,1,3,30247544.00,31500864.00
132,1,4,30390292.00,31500864.00
132,1,5,31240374.00,31500864.00
132,1,6,29647370.00,31500864.00
132,1,7,29515448.00,31500864.00
132,1,8,30338154.00,31500864.00
132,1,9,31014268.00,31500864.00
132,1,10,29861990.00,31500864.00
134,1,-4,10816.00,31500864.00
134,1,-1,30135418.00,31500864.00
134,1,1,30649680.00,31500864.00
134,1,2,29700544.00,31500864.00
134,1,3,29991188.00,31500864.00
134,1,4,30468922.00,31500864.00
134,1,5,28930254.00,31500864.00
134,1,6,29953924.00,31500864.00
134,1,7,30804400.00,31500864.00
134,1,8,31432536.00,31500864.00
134,1,9,29863328.00,31500864.00
134,1,10,29686472.00,31500864.00
137,1,-4,10816.00,31500864.00
137,1,-1,31496300.00,31500864.00
137,1,1,31500058.00,31500864.00
137,1,2,31499988.00,31500864.00
137,1,3,31499976.00,31500864.00
137,1,4,31499944.00,31500864.00
137,1,5,31500084.00,31500864.00
137,1,6,31500018.00,31500864.00
137,1,7,31500006.00,31500864.00
137,1,8,31499964.00,31500864.00
137,1,9,31500056.00,31500864.00
137,1,10,31499988.00,31500864.00
138,1,-4,1001.00,31499924.00
138,1,-1,2668593.00,31499924.00
138,1,1,2601756.50,31499924.00
138,1,2,2679140.00,31499924.00
138,1,3,3014042.75,31499924.00
138,1,4,2509592.75,31499924.00
138,1,5,2797291.50,31499924.00
138,1,6,2526011.75,31499924.00
138,1,7,2547260.25,31499924.00
138,1,8,2682142.50,31499924.00
138,1,9,2845834.50,31499924.00
138,1,10,2786935.25,31499924.00
143,1,-4,1086.00,31499938.00
143,1,-1,2981186.75,31499938.00
143,1,1,3142923.00,31499938.00
143,1,2,2998126.25,31499938.00
143,1,3,3139220.50,31499938.00
143,1,4,2698940.00,31499938.00
143,1,5,2927350.25,31499938.00
143,1,6,3029952.50,31499938.00
143,1,7,2954660.00,31499938.00
143,1,8,2842834.00,31499938.00
143,1,9,2764373.25,31499938.00
143,1,10,3404709.75,31499938.00
145,1,-4,8989.00,31501738.00
145,1,-1,25785850.00,31501738.00
145,1,1,25445896.00,31501738.00
145,1,2,25599004.00,31501738.00
145,1,3,26274794.00,31501738.00
145,1,4,25362828.00,31501738.00
145,1,5,26764538.00,31501738.00
145,1,6,26814948.00,31501738.00
145,1,7,25072402.00,31501738.00
145,1,8,25478200.00,31501738.00
145,1,9,24740536.00,31501738.00
145,1,10,26888566.00,31501738.00
147,1,-4,10816.00,31500864.00
147,1,-1,30232758.00,31500864.00
147,1,1,30195844.00,31500864.00
147,1,2,30399610.00,31500864.00
147,1,3,30102932.00,31500864.00
147,1,4,30228562.00,31500864.00
147,1,5,29756280.00,31500864.00
147,1,6,29875846.00,31500864.00
147,1,7,31197412.00,31500864.00
147,1,8,30292112.00,31500864.00
147,1,9,30663108.00,31500864.00
147,1,10,29524540.00,31500864.00
148,1,-4,10808.00,31502330.00
148,1,-1,30094172.00,31502330.00
148,1,1,30358040.00,31502330.00
148,1,2,30854384.00,31502330.00
148,1,3,29820950.00,31502330.00
148,1,4,29731000.00,31502330.00
148,1,5,31087110.00,31502330.00
148,1,6,30745720.00,31502330.00
148,1,7,29824874.00,31502330.00
148,1,8,28610410.00,31502330.00
148,1,9,29908508.00,31502330.00
148,1,10,29723920.00,31502330.00
149,1,-4,8871.00,31499160.00
149,1,-1,24269362.00,31499160.00
149,1,1,24866382.00,31499160.00
149,1,2,24871922.00,31499160.00
149,1,3,23461144.00,31499160.00
149,1,4,23604144.00,31499160.00
149,1,5,23778726.00,31499160.00
149,1,6,24171484.00,31499160.00
149,1,7,24180968.00,31499160.00
149,1,8,25094634.00,31499160.00
149,1,9,24539354.00,31499160.00
149,1,10,24334346.00,31499160.00
161,1,-4,10237.00,31499454.00
161,1,-1,28623406.00,31499454.00
161,1,1,27341746.00,31499454.00
161,1,2,28937354.00,31499454.00
161,1,3,29215120.00,31499454.00
161,1,4,29671268.00,31499454.00
161,1,5,28653342.00,31499454.00
161,1,6,29030670.00,31499454.00
161,1,7,27893804.00,31499454.00
161,1,8,28105524.00,31499454.00
161,1,9,28792038.00,31499454.00
161,1,10,28824740.00,31499454.00
162,1,-4,10816.00,31500864.00
162,1,-1,30135418.00,31500864.00
162,1,1,29561594.00,31500864.00
162,1,2,30188052.00,31500864.00
162,1,3,30755512.00,31500864.00
162,1,4,30822832.00,31500864.00
162,1,5,31062682.00,31500864.00
162,1,6,29810942.00,31500864.00
162,1,7,30451790.00,31500864.00
162,1,8,30190644.00,31500864.00
162,1,9,29980390.00,31500864.00
162,1,10,28856384.00,31500864.00
164,1,-4,10816.00,31500864.00
164,1,-1,30135418.00,31500864.00
164,1,1,29919508.00,31500864.00
164,1,2,30829374.00,31500864.00
164,1,3,30796634.00,31500864.00
164,1,4,29326230.00,31500864.00
164,1,5,29660254.00,31500864.00
164,1,6,30060674.00,31500864.00
164,1,7,29398364.00,31500864.00
164,1,8,31423864.00,31500864.00
164,1,9,30427062.00,31500864.00
164,1,10,29565624.00,31500864.00
166,1,-4,6475.00,31497538.00
166,1,-1,18087804.00,31497538.00
166,1,1,18421398.00,31497538.00
166,1,2,18367946.00,31497538.00
166,1,3,18372398.00,31497538.00
166,1,4,18297908.00,31497538.00
166,1,5,17743108.00,31497538.00
166,1,6,16894268.00,31497538.00
166,1,7,17734022.00,31497538.00
166,1,8,18443646.00,31497538.00
166,1,9,18301486.00,31497538.00
166,1,10,18366570.00,31497538.00
168,1,-4,10816.00,31500864.00
168,1,-1,31498412.00,31500864.00
168,1,1,31500016.00,31500864.00
168,1,2,31499922.00,31500864.00
168,1,3,31500084.00,31500864.00
168,1,4,31499960.00,31500864.00
168,1,5,31500022.00,31500864.00
168,1,6,31500050.00,31500864.00
168,1,7,31499874.00,31500864.00
168,1,8,31500162.00,31500864.00
168,1,9,31500072.00,31500864.00
168,1,10,31500080.00,31500864.00
175,1,-4,10814.00,31501482.00
175,1,-1,30121084.00,31501482.00
175,1,1,29695930.00,31501482.00
175,1,2,31500040.00,31501482.00
175,1,3,30036912.00,31501482.00
175,1,4,29521332.00,31501482.00
175,1,5,29269102.00,31501482.00
175,1,6,31477232.00,31501482.00
175,1,7,30319212.00,31501482.00
175,1,8,29506894.00,31501482.00
175,1,9,29768416.00,31501482.00
175,1,10,29704822.00,31501482.00
177,1,-4,10816.00,31500864.00
177,1,-1,31500948.00,31500864.00
177,1,1,31500010.00,31500864.00
177,1,2,31500088.00,31500864.00
177,1,3,31500012.00,31500864.00
177,1,4,31499876.00,31500864.00
177,1,5,31500070.00,31500864.00
177,1,6,31500032.00,31500864.00
177,1,7,31500072.00,31500864.00
177,1,8,31499890.00,31500864.00
177,1,9,31499994.00,31500864.00
177,1,10,31500036.00,31500864.00
178,1,-4,10816.00,31500864.00
178,1,-1,30166594.00,31500864.00
178,1,1,30577050.00,31500864.00
178,1,2,31139498.00,31500864.00
178,1,3,30696944.00,31500864.00
178,1,4,30098532.00,31500864.00
178,1,5,30019742.00,31500864.00
178,1,6,29983628.00,31500864.00
178,1,7,29398006.00,31500864.00
178,1,8,30448882.00,31500864.00
178,1,9,30017300.00,31500864.00
178,1,10,29429478.00,31500864.00
183,1,-4,10608.00,31496630.00
183,1,-1,29627708.00,31496630.00
183,1,1,29239890.00,31496630.00
183,1,2,29361460.00,31496630.00
183,1,3,29693616.00,31496630.00
183,1,4,29658924.00,31496630.00
183,1,5,29266210.00,31496630.00
183,1,6,29397386.00,31496630.00
183,1,7,29101232.00,31496630.00
183,1,8,30067092.00,31496630.00
183,1,9,29763840.00,31496630.00
183,1,10,30570846.00,31496630.00
187,1,-4,10456.00,31499592.00
