EventId,SummaryId,SampleId,Loss,ImpactedExposure
187,1,-1,28849820.00,31499592.00
187,1,1,29496670.00,31499592.00
187,1,2,28387766.00,31499592.00
187,1,3,29026064.00,31499592.00
187,1,4,29295650.00,31499592.00
187,1,5,29624784.00,31499592.00
187,1,6,28493470.00,31499592.00
187,1,7,28275920.00,31499592.00
187,1,8,29046846.00,31499592.00
187,1,9,28160068.00,31499592.00
187,1,10,28747352.00,31499592.00
192,1,-4,10809.00,31500054.00
192,1,-1,30119660.00,31500054.00
192,1,1,31500030.00,31500054.00
192,1,2,30356454.00,31500054.00
192,1,3,30633758.00,31500054.00
192,1,4,28726404.00,31500054.00
192,1,5,30770290.00,31500054.00
192,1,6,30657946.00,31500054.00
192,1,7,30284872.00,31500054.00
192,1,8,29261886.00,31500054.00
192,1,9,29635526.00,31500054.00
192,1,10,29504214.00,31500054.00
195,1,-4,10810.00,31501848.00
195,1,-1,30116350.00,31501848.00
195,1,1,29655408.00,31501848.00
195,1,2,30522900.00,31501848.00
195,1,3,30127222.00,31501848.00
195,1,4,31138566.00,31501848.00
195,1,5,30339358.00,31501848.00
195,1,6,30397358.00,31501848.00
195,1,7,29705146.00,31501848.00
195,1,8,29134884.00,31501848.00
195,1,9,29725002.00,31501848.00
195,1,10,30644836.00,31501848.00
196,1,-4,10816.00,31500864.00
196,1,-1,30135418.00,31500864.00
196,1,1,29819414.00,31500864.00
196,1,2,30693280.00,31500864.00
196,1,3,30122008.00,31500864.00
196,1,4,30092532.00,31500864.00
196,1,5,29884410.00,31500864.00
196,1,6,29304428.00,31500864.00
196,1,7,30168094.00,31500864.00
196,1,8,31264250.00,31500864.00
196,1,9,29471528.00,31500864.00
196,1,10,30453222.00,31500864.00
211,1,-4,10384.00,31498172.00
211,1,-1,28659766.00,31498172.00
211,1,1,28618122.00,31498172.00
211,1,2,28526664.00,31498172.00
211,1,3,29138466.00,31498172.00
211,1,4,27076638.00,31498172.00
211,1,5,29586840.00,31498172.00
211,1,6,27847140.00,31498172.00
211,1,7,29985000.00,31498172.00
211,1,8,29238480.00,31498172.00
211,1,9,28729540.00,31498172.00
211,1,10,27413360.00,31498172.00
213,1,-4,10816.00,31500864.00
213,1,-1,31496186.00,31500864.00
213,1,1,31499950.00,31500864.00
213,1,2,31500006.00,31500864.00
213,1,3,31500056.00,31500864.00
213,1,4,31500032.00,31500864.00
213,1,5,31499984.00,31500864.00
213,1,6,31500008.00,31500864.00
213,1,7,31499898.00,31500864.00
213,1,8,31500012.00,31500864.00
213,1,9,31500028.00,31500864.00
213,1,10,31500146.00,31500864.00
218,1,-4,10816.00,31500864.00
218,1,-1,31503436.00,31500864.00
218,1,1,31499898.00,31500864.00
218,1,2,31500106.00,31500864.00
218,1,3,31499992.00,31500864.00
218,1,4,31500038.00,31500864.00
218,1,5,31499956.00,31500864.00
218,1,6,31499992.00,31500864.00
218,1,7,31500102.00,31500864.00
218,1,8,31499854.00,31500864.00
218,1,9,31500064.00,31500864.00
218,1,10,31500012.00,31500864.00
221,1,-4,10816.00,31500864.00
221,1,-1,30135418.00,31500864.00
221,1,1,29913174.00,31500864.00
221,1,2,29720082.00,31500864.00
221,1,3,30263746.00,31500864.00
221,1,4,30609788.00,31500864.00
221,1,5,30227620.00,31500864.00
221,1,6,29289310.00,31500864.00
221,1,7,30125924.00,31500864.00
221,1,8,29660092.00,31500864.00
221,1,9,31164884.00,31500864.00
221,1,10,30654808.00,31500864.00
222,1,-4,10816.00,31500864.00
222,1,-1,30135418.00,31500864.00
222,1,1,29371396.00,31500864.00
222,1,2,30397376.00,31500864.00
222,1,3,28740166.00,31500864.00
222,1,4,30467648.00,31500864.00
222,1,5,30879988.00,31500864.00
222,1,6,30122900.00,31500864.00
222,1,7,29219440.00,31500864.00
222,1,8,30894776.00,31500864.00
222,1,9,30842600.00,31500864.00
222,1,10,30389552.00,31500864.00
231,1,-4,9591.00,31499990.00
231,1,-1,27054856.00,31499990.00
231,1,1,26421918.00,31499990.00
231,1,2,26419194.00,31499990.00
231,1,3,27155312.00,31499990.00
231,1,4,27385892.00,31499990.00
231,1,5,28198330.00,31499990.00
231,1,6,27248976.00,31499990.00
231,1,7,26410052.00,31499990.00
231,1,8,27928472.00,31499990.00
231,1,9,27173786.00,31499990.00
231,1,10,26660426.00,31499990.00
233,1,-4,10816.00,31500864.00
233,1,-1,31498948.00,31500864.00
233,1,1,31500390.00,31500864.00
233,1,2,31500548.00,31500864.00
233,1,3,31499530.00,31500864.00
233,1,4,31499216.00,31500864.00
233,1,5,31499928.00,31500864.00
233,1,6,31500170.00,31500864.00
233,1,7,31499580.00,31500864.00
233,1,8,31499800.00,31500864.00
233,1,9,31500082.00,31500864.00
233,1,10,31499824.00,31500864.00
237,1,-4,10816.00,31500864.00
237,1,-1,31504374.00,31500864.00
237,1,1,31499988.00,31500864.00
237,1,2,31500052.00,31500864.00
237,1,3,31500078.00,31500864.00
237,1,4,31499938.00,31500864.00
237,1,5,31499924.00,31500864.00
237,1,6,31499908.00,31500864.00
237,1,7,31499924.00,31500864.00
237,1,8,31500040.00,31500864.00
237,1,9,31500010.00,31500864.00
237,1,10,31499928.00,31500864.00
241,1,-4,7051.00,31499268.00
241,1,-1,20754738.00,31499268.00
241,1,1,20427630.00,31499268.00
241,1,2,21776764.00,31499268.00
241,1,3,20003620.00,31499268.00
241,1,4,20867658.00,31499268.00
241,1,5,19963328.00,31499268.00
241,1,6,20621174.00,31499268.00
241,1,7,20801378.00,31499268.00
241,1,8,21607384.00,31499268.00
241,1,9,20655068.00,31499268.00
241,1,10,20953610.00,31499268.00
244,1,-4,10816.00,31500864.00
244,1,-1,31499564.00,31500864.00
244,1,1,31499970.00,31500864.00
244,1,2,31500136.00,31500864.00
244,1,3,31500024.00,31500864.00
244,1,4,31499986.00,31500864.00
244,1,5,31499912.00,31500864.00
244,1,6,31500006.00,31500864.00
244,1,7,31499928.00,31500864.00
244,1,8,31499932.00,31500864.00
244,1,9,31499994.00,31500864.00
244,1,10,31499972.00,31500864.00
249,1,-4,9709.00,31502654.00
249,1,-1,27511388.00,31502654.00
249,1,1,28671966.00,31502654.00
249,1,2,28293478.00,31502654.00
249,1,3,28243880.00,31502654.00
249,1,4,27417572.00,31502654.00
249,1,5,27493586.00,31502654.00
249,1,6,26580882.00,31502654.00
249,1,7,26281404.00,31502654.00
249,1,8,26614542.00,31502654.00
249,1,9,27281450.00,31502654.00
249,1,10,28033768.00,31502654.00
254,1,-4,10816.00,31500864.00
254,1,-1,31499650.00,31500864.00
254,1,1,31500032.00,31500864.00
254,1,2,31500000.00,31500864.00
254,1,3,31499928.00,31500864.00
254,1,4,31499906.00,31500864.00
254,1,5,31500064.00,31500864.00
254,1,6,31499986.00,31500864.00
254,1,7,31499976.00,31500864.00
254,1,8,31499990.00,31500864.00
254,1,9,31500016.00,31500864.00
254,1,10,31500002.00,31500864.00
256,1,-4,10816.00,31500864.00
256,1,-1,30262018.00,31500864.00
256,1,1,30513532.00,31500864.00
256,1,2,30818602.00,31500864.00
256,1,3,30667144.00,31500864.00
256,1,4,30400814.00,31500864.00
256,1,5,30331280.00,31500864.00
256,1,6,30812418.00,31500864.00
256,1,7,30109826.00,31500864.00
256,1,8,29425046.00,31500864.00
256,1,9,30060296.00,31500864.00
256,1,10,29892290.00,31500864.00
258,1,-4,10816.00,31500864.00
258,1,-1,30135418.00,31500864.00
258,1,1,30994440.00,31500864.00
258,1,2,30308168.00,31500864.00
258,1,3,30064944.00,31500864.00
258,1,4,31034612.00,31500864.00
258,1,5,30580948.00,31500864.00
258,1,6,28926810.00,31500864.00
258,1,7,30617396.00,31500864.00
258,1,8,30181238.00,31500864.00
258,1,9,29436366.00,31500864.00
258,1,10,30011742.00,31500864.00
261,1,-4,10816.00,31500864.00
261,1,-1,30135418.00,31500864.00
261,1,1,30891398.00,31500864.00
261,1,2,29383294.00,31500864.00
261,1,3,29461598.00,31500864.00
261,1,4,30064312.00,31500864.00
261,1,5,29488444.00,31500864.00
261,1,6,31333558.00,31500864.00
261,1,7,31027258.00,31500864.00
261,1,8,30249604.00,31500864.00
261,1,9,28899480.00,31500864.00
261,1,10,30382372.00,31500864.00
262,1,-4,637.00,30075112.00
262,1,-1,1375516.38,30075112.00
262,1,1,1143201.25,30075112.00
262,1,2,1247786.75,30075112.00
262,1,3,1418698.75,30075112.00
262,1,4,1412998.62,30075112.00
262,1,5,1564682.75,30075112.00
262,1,6,1493957.25,30075112.00
262,1,7,1451385.50,30075112.00
262,1,8,1291615.88,30075112.00
262,1,9,1332103.25,30075112.00
262,1,10,1382425.62,30075112.00
282,1,-4,10816.00,31500864.00
282,1,-1,30135418.00,31500864.00
282,1,1,29229666.00,31500864.00
282,1,2,30885148.00,31500864.00
282,1,3,30961352.00,31500864.00
282,1,4,30299416.00,31500864.00
282,1,5,30436792.00,31500864.00
282,1,6,30734746.00,31500864.00
282,1,7,29541674.00,31500864.00
282,1,8,30135000.00,31500864.00
282,1,9,29626780.00,31500864.00
282,1,10,30529370.00,31500864.00
283,1,-4,10098.00,31500144.00
283,1,-1,28387756.00,31500144.00
283,1,1,27411166.00,31500144.00
283,1,2,28437288.00,31500144.00
283,1,3,28389896.00,31500144.00
283,1,4,29267070.00,31500144.00
283,1,5,28361018.00,31500144.00
283,1,6,28683156.00,31500144.00
283,1,7,28007166.00,31500144.00
283,1,8,28992278.00,31500144.00
283,1,9,28415370.00,31500144.00
283,1,10,27950410.00,31500144.00
286,1,-4,9591.00,31499990.00
286,1,-1,27054856.00,31499990.00
286,1,1,27080068.00,31499990.00
286,1,2,27736228.00,31499990.00
286,1,3,27448606.00,31499990.00
286,1,4,25841436.00,31499990.00
286,1,5,26868710.00,31499990.00
286,1,6,26366314.00,31499990.00
286,1,7,27204742.00,31499990.00
286,1,8,27775562.00,31499990.00
286,1,9,26877108.00,31499990.00
286,1,10,27024950.00,31499990.00
287,1,-4,10816.00,31500864.00
287,1,-1,31501020.00,31500864.00
287,1,1,31500052.00,31500864.00
287,1,2,31499922.00,31500864.00
287,1,3,31499982.00,31500864.00
287,1,4,31500036.00,31500864.00
287,1,5,31500098.00,31500864.00
287,1,6,31499992.00,31500864.00
287,1,7,31500056.00,31500864.00
287,1,8,31499904.00,31500864.00
287,1,9,31500060.00,31500864.00
287,1,10,31500018.00,31500864.00
289,1,-4,8618.00,31499594.00
289,1,-1,24926826.00,31499594.00
289,1,1,25916814.00,31499594.00
289,1,2,25549534.00,31499594.00
289,1,3,24988760.00,31499594.00
289,1,4,24433830.00,31499594.00
289,1,5,25885390.00,31499594.00
289,1,6,24484720.00,31499594.00
289,1,7,24588416.00,31499594.00
289,1,8,25003500.00,31499594.00
289,1,9,24737376.00,31499594.00
289,1,10,24287984.00,31499594.00
290,1,-4,10816.00,31500864.00
290,1,-1,31500110.00,31500864.00
290,1,1,31500048.00,31500864.00
290,1,2,31500058.00,31500864.00
290,1,3,31499934.00,31500864.00
290,1,4,31499946.00,31500864.00
290,1,5,31500050.00,31500864.00
290,1,6,31500008.00,31500864.00
290,1,7,31500028.00,31500864.00
290,1,8,31500048.00,31500864.00
290,1,9,31499950.00,31500864.00
290,1,10,31500044.00,31500864.00
291,1,-4,10816.00,31500864.00
291,1,-1,31499864.00,31500864.00
291,1,1,31500208.00,31500864.00
291,1,2,31499764.00,31500864.00
291,1,3,31500150.00,31500864.00
291,1,4,31499936.00,31500864.00
291,1,5,31499882.00,31500864.00
291,1,6,31499992.00,31500864.00
291,1,7,31500074.00,31500864.00
291,1,8,31500278.00,31500864.00
291,1,9,31499976.00,31500864.00
291,1,10,31499786.00,31500864.00
292,1,-4,10816.00,31500864.00
292,1,-1,31501482.00,31500864.00
292,1,1,31500022.00,31500864.00
292,1,2,31499854.00,31500864.00
292,1,3,31500026.00,31500864.00
292,1,4,31499926.00,31500864.00
292,1,5,31500038.00,31500864.00
292,1,6,31499862.00,31500864.00
292,1,7,31500128.00,31500864.00
292,1,8,31499976.00,31500864.00
292,1,9,31499916.00,31500864.00
292,1,10,31500008.00,31500864.00
293,1,-4,10816.00,31500864.00
293,1,-1,30135418.00,31500864.00
293,1,1,31172400.00,31500864.00
293,1,2,31045630.00,31500864.00
293,1,3,29297156.00,31500864.00
293,1,4,29694382.00,31500864.00
293,1,5,30056566.00,31500864.00
293,1,6,30037674.00,31500864.00
293,1,7,29428908.00,31500864.00
293,1,8,30150802.00,31500864.00
293,1,9,30383952.00,31500864.00
293,1,10,30167832.00,31500864.00
294,1,-4,10816.00,31500864.00
294,1,-1,31501920.00,31500864.00
294,1,1,31499834.00,31500864.00
294,1,2,31500110.00,31500864.00
294,1,3,31499968.00,31500864.00
294,1,4,31500010.00,31500864.00
294,1,5,31500010.00,31500864.00
294,1,6,31500074.00,31500864.00
294,1,7,31500000.00,31500864.00
294,1,8,31500014.00,31500864.00
294,1,9,31499964.00,31500864.00
294,1,10,31500022.00,31500864.00
297,1,-4,10816.00,31500864.00
297,1,-1,31501662.00,31500864.00
297,1,1,31500014.00,31500864.00
297,1,2,31499890.00,31500864.00
297,1,3,31500106.00,31500864.00
297,1,4,31499980.00,31500864.00
297,1,5,31499936.00,31500864.00
297,1,6,31499814.00,31500864.00
297,1,7,31499932.00,31500864.00
297,1,8,31500074.00,31500864.00
297,1,9,31500094.00,31500864.00
297,1,10,31500040.00,31500864.00
298,1,-4,3546.00,31500124.00
298,1,-1,8353110.50,31500124.00
298,1,1,8178140.50,31500124.00
298,1,2,8388992.00,31500124.00
298,1,3,8486637.00,31500124.00
298,1,4,8305346.50,31500124.00
298,1,5,8715940.00,31500124.00
298,1,6,8134077.50,31500124.00
298,1,7,8370312.50,31500124.00
298,1,8,8081173.50,31500124.00
298,1,9,8615567.00,31500124.00
298,1,10,8151674.50,31500124.00
301,1,-4,10816.00,31500864.00
301,1,-1,31497686.00,31500864.00
301,1,1,31500198.00,31500864.00
301,1,2,31500044.00,31500864.00
301,1,3,31499832.00,31500864.00
301,1,4,31499758.00,31500864.00
301,1,5,31500136.00,31500864.00
301,1,6,31500242.00,31500864.00
301,1,7,31500088.00,31500864.00
301,1,8,31499916.00,31500864.00
301,1,9,31499820.00,31500864.00
301,1,10,31499908.00,31500864.00
304,1,-4,360.00,24506166.00
304,1,-1,1139647.38,24506166.00
304,1,1,1211033.25,24506166.00
304,1,2,1336046.88,24506166.00
304,1,3,1174535.38,24506166.00
304,1,4,1091934.62,24506166.00
304,1,5,1124992.75,24506166.00
304,1,6,1181091.75,24506166.00
304,1,7,910252.69,24506166.00
304,1,8,1229115.62,24506166.00
304,1,9,1111842.00,24506166.00
304,1,10,1029340.56,24506166.00
307,1,-4,10816.00,31500864.00
307,1,-1,31501310.00,31500864.00
307,1,1,31500028.00,31500864.00
307,1,2,31499960.00,31500864.00
307,1,3,31499880.00,31500864.00
307,1,4,31500054.00,31500864.00
307,1,5,31499860.00,31500864.00
307,1,6,31500016.00,31500864.00
307,1,7,31499892.00,31500864.00
307,1,8,31499858.00,31500864.00
307,1,9,31500010.00,31500864.00
307,1,10,31499878.00,31500864.00
309,1,-4,10816.00,31500864.00
309,1,-1,30135418.00,31500864.00
309,1,1,29503546.00,31500864.00
309,1,2,30967682.00,31500864.00
309,1,3,29468420.00,31500864.00
309,1,4,29945300.00,31500864.00
309,1,5,30002032.00,31500864.00
309,1,6,31252560.00,31500864.00
309,1,7,29806648.00,31500864.00
309,1,8,29480500.00,31500864.00
309,1,9,30360578.00,31500864.00
309,1,10,30424894.00,31500864.00
310,1,-4,10816.00,31500864.00
310,1,-1,30135418.00,31500864.00
310,1,1,29394792.00,31500864.00
310,1,2,30416414.00,31500864.00
310,1,3,29453964.00,31500864.00
310,1,4,30275744.00,31500864.00
310,1,5,29769314.00,31500864.00
310,1,6,31009950.00,31500864.00
310,1,7,30963668.00,31500864.00
310,1,8,30095580.00,31500864.00
310,1,9,30889520.00,31500864.00
310,1,10,28922820.00,31500864.00
317,1,-4,10816.00,31500864.00
317,1,-1,31506306.00,31500864.00
317,1,1,31499974.00,31500864.00
317,1,2,31499998.00,31500864.00
317,1,3,31500072.00,31500864.00
317,1,4,31499974.00,31500864.00
317,1,5,31499898.00,31500864.00
317,1,6,31499962.00,31500864.00
317,1,7,31500014.00,31500864.00
317,1,8,31500122.00,31500864.00
317,1,9,31499752.00,31500864.00
317,1,10,31499956.00,31500864.00
320,1,-4,10773.00,31498906.00
320,1,-1,29799790.00,31498906.00
320,1,1,29012568.00,31498906.00
320,1,2,29437822.00,31498906.00
320,1,3,30451134.00,31498906.00
320,1,4,29818218.00,31498906.00
320,1,5,29468852.00,31498906.00
320,1,6,29765146.00,31498906.00
320,1,7,29745542.00,31498906.00
320,1,8,29972464.00,31498906.00
320,1,9,29836294.00,31498906.00
320,1,10,29899306.00,31498906.00
321,1,-4,10816.00,31500864.00
321,1,-1,30135418.00,31500864.00
321,1,1,29735186.00,31500864.00
321,1,2,29324302.00,31500864.00
321,1,3,29989812.00,31500864.00
321,1,4,30593270.00,31500864.00
321,1,5,29597838.00,31500864.00
321,1,6,30248584.00,31500864.00
321,1,7,30319148.00,31500864.00
321,1,8,31192890.00,31500864.00
321,1,9,30706012.00,31500864.00
321,1,10,29748366.00,31500864.00
327,1,-4,10816.00,31500864.00
327,1,-1,30135418.00,31500864.00
327,1,1,30381224.00,31500864.00
327,1,2,29465074.00,31500864.00
327,1,3,29156666.00,31500864.00
327,1,4,30993686.00,31500864.00
327,1,5,30271114.00,31500864.00
327,1,6,30236532.00,31500864.00
327,1,7,29554344.00,31500864.00
327,1,8,30070518.00,31500864.00
327,1,9,29511484.00,31500864.00
327,1,10,30810068.00,31500864.00
328,1,-4,6951.00,31504916.00
328,1,-1,19274386.00,31504916.00
328,1,1,18547138.00,31504916.00
328,1,2,19398892.00,31504916.00
328,1,3,18992186.00,31504916.00
328,1,4,19173736.00,31504916.00
328,1,5,19339450.00,31504916.00
328,1,6,19399768.00,31504916.00
328,1,7,19562596.00,31504916.00
328,1,8,19493934.00,31504916.00
328,1,9,19499108.00,31504916.00
328,1,10,19463606.00,31504916.00
333,1,-4,10816.00,31500864.00
333,1,-1,31497856.00,31500864.00
333,1,1,31500036.00,31500864.00
333,1,2,31500018.00,31500864.00
333,1,3,31500040.00,31500864.00
333,1,4,31499994.00,31500864.00
333,1,5,31500130.00,31500864.00
333,1,6,31500198.00,31500864.00
333,1,7,31500026.00,31500864.00
333,1,8,31499988.00,31500864.00
333,1,9,31499992.00,31500864.00
333,1,10,31499872.00,31500864.00
335,1,-4,10816.00,31500864.00
335,1,-1,30135418.00,31500864.00
335,1,1,30232352.00,31500864.00
335,1,2,29691684.00,31500864.00
335,1,3,30595932.00,31500864.00
335,1,4,29688790.00,31500864.00
335,1,5,31500092.00,31500864.00
335,1,6,29725220.00,31500864.00
335,1,7,29658642.00,31500864.00
335,1,8,29986758.00,31500864.00
335,1,9,30889838.00,31500864.00
335,1,10,30108940.00,31500864.00
336,1,-4,10816.00,31500864.00
336,1,-1,30135418.00,31500864.00
336,1,1,30831384.00,31500864.00
336,1,2,30196676.00,31500864.00
336,1,3,29501564.00,31500864.00
336,1,4,29913564.00,31500864.00
336,1,5,29543480.00,31500864.00
336,1,6,31036122.00,31500864.00
336,1,7,30649272.00,31500864.00
336,1,8,30062858.00,31500864.00
336,1,9,30654880.00,31500864.00
336,1,10,29980310.00,31500864.00
339,1,-4,8928.00,31497102.00
339,1,-1,25452814.00,31497102.00
339,1,1,25929768.00,31497102.00
339,1,2,25351916.00,31497102.00
339,1,3,25540708.00,31497102.00
339,1,4,25253598.00,31497102.00
339,1,5,24748276.00,31497102.00
339,1,6,26940782.00,31497102.00
339,1,7,25725622.00,31497102.00
339,1,8,25391866.00,31497102.00
339,1,9,24473432.00,31497102.00
339,1,10,24978070.00,31497102.00
345,1,-4,10816.00,31500864.00
345,1,-1,30135418.00,31500864.00
345,1,1,30440896.00,31500864.00
345,1,2,30246842.00,31500864.00
345,1,3,31283564.00,31500864.00
345,1,4,29861608.00,31500864.00
345,1,5,29885434.00,31500864.00
345,1,6,29317900.00,31500864.00
345,1,7,28896934.00,31500864.00
345,1,8,31500062.00,31500864.00
345,1,9,29935376.00,31500864.00
345,1,10,30141280.00,31500864.00
347,1,-4,5996.00,31498932.00
347,1,-1,16759124.00,31498932.00
347,1,1,17203002.00,31498932.00
347,1,2,17074264.00,31498932.00
347,1,3,16404937.00,31498932.00
347,1,4,16191225.00,31498932.00
347,1,5,16477387.00,31498932.00
347,1,6,16522897.00,31498932.00
347,1,7,17352396.00,31498932.00
347,1,8,16809092.00,31498932.00
347,1,9,16895758.00,31498932.00
347,1,10,16754676.00,31498932.00
349,1,-4,10816.00,31500864.00
349,1,-1,30166594.00,31500864.00
349,1,1,29742788.00,31500864.00
349,1,2,29408826.00,31500864.00
349,1,3,30797902.00,31500864.00
349,1,4,30926686.00,31500864.00
349,1,5,30191946.00,31500864.00
349,1,6,30385464.00,31500864.00
349,1,7,29358368.00,31500864.00
349,1,8,30283774.00,31500864.00
349,1,9,29861916.00,31500864.00
349,1,10,30258018.00,31500864.00
350,1,-4,7924.00,31499702.00
350,1,-1,22172122.00,31499702.00
350,1,1,22692936.00,31499702.00
350,1,2,22531098.00,31499702.00
350,1,3,21944644.00,31499702.00
350,1,4,22064854.00,31499702.00
350,1,5,22955156.00,31499702.00
350,1,6,21974826.00,31499702.00
350,1,7,22660508.00,31499702.00
350,1,8,22126746.00,31499702.00
350,1,9,20645674.00,31499702.00
350,1,10,21814574.00,31499702.00
354,1,-4,1035.00,31500482.00
354,1,-1,2479241.50,31500482.00
354,1,1,2488086.75,31500482.00
354,1,2,2568384.25,31500482.00
354,1,3,2749597.50,31500482.00
354,1,4,2588868.75,31500482.00
354,1,5,2362764.25,31500482.00
354,1,6,2330351.00,31500482.00
354,1,7,2282740.00,31500482.00
354,1,8,2604868.75,31500482.00
354,1,9,2399171.75,31500482.00
354,1,10,2358219.25,31500482.00
358,1,-4,2030.00,31500484.00
358,1,-1,5948112.00,31500484.00
358,1,1,5530909.00,31500484.00
358,1,2,5831002.00,31500484.00
358,1,3,6194637.50,31500484.00
358,1,4,5999860.50,31500484.00
358,1,5,5849240.00,31500484.00
358,1,6,6001679.50,31500484.00
358,1,7,5860718.00,31500484.00
358,1,8,6187160.00,31500484.00
358,1,9,6227722.00,31500484.00
358,1,10,5933057.50,31500484.00
359,1,-4,10816.00,31500864.00
359,1,-1,31498024.00,31500864.00
359,1,1,31499978.00,31500864.00
359,1,2,31499994.00,31500864.00
359,1,3,31499968.00,31500864.00
359,1,4,31500000.00,31500864.00
359,1,5,31499882.00,31500864.00
359,1,6,31500010.00,31500864.00
359,1,7,31499984.00,31500864.00
359,1,8,31499978.00,31500864.00
359,1,9,31290396.00,31500864.00
359,1,10,31500034.00,31500864.00
360,1,-4,10816.00,31500864.00
360,1,-1,31051476.00,31500864.00
360,1,1,31255266.00,31500864.00
360,1,2,31499892.00,31500864.00
360,1,3,30526636.00,31500864.00
360,1,4,30515158.00,31500864.00
360,1,5,30762180.00,31500864.00
360,1,6,30700810.00,31500864.00
360,1,7,30852414.00,31500864.00
360,1,8,31500020.00,31500864.00
360,1,9,31208658.00,31500864.00
360,1,10,31322872.00,31500864.00
362,1,-4,10816.00,31500864.00
362,1,-1,30135418.00,31500864.00
362,1,1,29919232.00,31500864.00
362,1,2,29846536.00,31500864.00
362,1,3,30050596.00,31500864.00
362,1,4,30663186.00,31500864.00
362,1,5,30096794.00,31500864.00
362,1,6,30220800.00,31500864.00
362,1,7,31160702.00,31500864.00
362,1,8,29595642.00,31500864.00
362,1,9,29444576.00,31500864.00
362,1,10,30423214.00,31500864.00
364,1,-4,9245.00,31503396.00
364,1,-1,26239876.00,31503396.00
364,1,1,27318254.00,31503396.00
364,1,2,25509062.00,31503396.00
364,1,3,25386722.00,31503396.00
364,1,4,26347936.00,31503396.00
364,1,5,26490434.00,31503396.00
364,1,6,26727852.00,31503396.00
364,1,7,26604998.00,31503396.00
364,1,8,26168582.00,31503396.00
364,1,9,25709224.00,31503396.00
364,1,10,25934598.00,31503396.00
365,1,-4,4.00,150000.02
365,1,-1,0.00,0.00
367,1,-4,10816.00,31500864.00
367,1,-1,30135418.00,31500864.00
367,1,1,29427476.00,31500864.00
367,1,2,30241504.00,31500864.00
367,1,3,30314332.00,31500864.00
367,1,4,29883326.00,31500864.00
367,1,5,30020574.00,31500864.00
367,1,6,31405028.00,31500864.00
367,1,7,29961188.00,31500864.00
367,1,8,29665930.00,31500864.00
367,1,9,30268772.00,31500864.00
367,1,10,30182382.00,31500864.00
369,1,-4,10816.00,31500864.00
369,1,-1,31499884.00,31500864.00
369,1,1,31499912.00,31500864.00
369,1,2,31499978.00,31500864.00
369,1,3,31499930.00,31500864.00
369,1,4,31499976.00,31500864.00
369,1,5,31499962.00,31500864.00
369,1,6,31499942.00,31500864.00
369,1,7,31500026.00,31500864.00
369,1,8,31499896.00,31500864.00
369,1,9,31499904.00,31500864.00
369,1,10,31499916.00,31500864.00
371,1,-4,42.00,1912498.00
371,1,-1,0.00,0.00
372,1,-4,7281.00,31499268.00
372,1,-1,20675850.00,31499268.00
372,1,1,20662660.00,31499268.00
372,1,2,21305170.00,31499268.00
372,1,3,20794468.00,31499268.00
372,1,4,19591712.00,31499268.00
372,1,5,21011226.00,31499268.00
372,1,6,20781004.00,31499268.00
372,1,7,20628836.00,31499268.00
372,1,8,21566160.00,31499268.00
372,1,9,20246518.00,31499268.00
372,1,10,20325400.00,31499268.00
375,1,-4,10816.00,31500864.00
375,1,-1,30135418.00,31500864.00
375,1,1,30019820.00,31500864.00
375,1,2,29417436.00,31500864.00
375,1,3,29464314.00,31500864.00
375,1,4,29866702.00,31500864.00
375,1,5,28873108.00,31500864.00
375,1,6,30650370.00,31500864.00
375,1,7,31499932.00,31500864.00
375,1,8,30251446.00,31500864.00
375,1,9,30689944.00,31500864.00
375,1,10,30356936.00,31500864.00
379,1,-4,3799.00,31501106.00
379,1,-1,9943892.00,31501106.00
379,1,1,9656194.00,31501106.00
379,1,2,9736774.00,31501106.00
379,1,3,10519675.00,31501106.00
379,1,4,10766569.00,31501106.00
379,1,5,9842729.00,31501106.00
379,1,6,9894903.00,31501106.00
379,1,7,9845761.00,31501106.00
379,1,8,9562236.00,31501106.00
379,1,9,10699726.00,31501106.00
379,1,10,9561755.00,31501106.00
380,1,-4,10816.00,31500864.00
380,1,-1,30135418.00,31500864.00
380,1,1,31003044.00,31500864.00
380,1,2,31265754.00,31500864.00
380,1,3,30167608.00,31500864.00
380,1,4,30018762.00,31500864.00
380,1,5,30601360.00,31500864.00
380,1,6,29655838.00,31500864.00
380,1,7,29301750.00,31500864.00
380,1,8,29390356.00,31500864.00
380,1,9,30332606.00,31500864.00
380,1,10,30296444.00,31500864.00
381,1,-4,4513.00,31500028.00
381,1,-1,11206382.00,31500028.00
381,1,1,11668377.00,31500028.00
381,1,2,11405081.00,31500028.00
381,1,3,11156596.00,31500028.00
381,1,4,11097581.00,31500028.00
381,1,5,10919742.00,31500028.00
381,1,6,11263592.00,31500028.00
381,1,7,11204599.00,31500028.00
381,1,8,11188926.00,31500028.00
381,1,9,10980073.00,31500028.00
381,1,10,11062313.00,31500028.00
383,1,-4,6796.00,31502422.00
383,1,-1,19034476.00,31502422.00
383,1,1,19516434.00,31502422.00
383,1,2,18655600.00,31502422.00
383,1,3,19505688.00,31502422.00
383,1,4,19895596.00,31502422.00
383,1,5,18772226.00,31502422.00
383,1,6,18881444.00,31502422.00
383,1,7,19031132.00,31502422.00
383,1,8,18732834.00,31502422.00
383,1,9,18721090.00,31502422.00
383,1,10,18286258.00,31502422.00
385,1,-4,2091.00,31500204.00
385,1,-1,5309427.00,31500204.00
